ID,Name,Offer Name,MINIMUM NIGHTS,MAXIMUM NIGHTS,VALID FROM,VALID TO,SINGLE BED,DOUBLE BED,Package,Offer type,Drinks,BB price,LAST MODIFICATION,MODIFIED BY,Priority,OFFER ON AGE,ACTIVE ?,Offer description,,Offer supplements,Offer tag
191,Grand Hotel Augusto,13.08 per 7 notti al Grand Hotel Augusto,7,7,13/08/2023,20/08/2023,,999,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:05,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",FERRAGOSTO ISCHIA - HOTEL IN CENTRO - VICINO AL MARE - 5 STELLE
192,Grand Hotel Augusto,03.09 per 7 notti al Grand Hotel Augusto,7,7,3/9/2023,10/9/2023,,750,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:06,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",SETTEMBRE IN CENTRO - VICINO AL MARE - 5 STELLE LACCO AMENO
193,Grand Hotel Augusto,17.09 per 7 notti al Grand Hotel Augusto,7,7,17/09/2023,24/09/2023,,690,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:07,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",SETTEMBRE IN CENTRO - VICINO AL MARE - 5 STELLE LACCO AMENO
194,Grand Hotel Augusto,24.09 per 7 notti al Grand Hotel Augusto,7,7,24/09/2023,1/10/2023,,690,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:07,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",SETTEMBRE IN CENTRO - VICINO AL MARE - 5 STELLE LACCO AMENO
195,Grand Hotel Augusto,08.10 per 7 notti al Grand Hotel Augusto,7,7,8/10/2023,15/10/2023,,540,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:09,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",OTTOBRE IN CENTRO - VICINO AL MARE - 5 STELLE LACCO AMENO
196,Grand Hotel Augusto,22.10 per 7 notti al Grand Hotel Augusto,7,7,22/10/2023,29/10/2023,,540,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:09,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",OTTOBRE IN CENTRO - VICINO AL MARE - 5 STELLE LACCO AMENO
197,Grand Hotel Augusto,29.10 per 7 notti al Grand Hotel Augusto,7,7,29/10/2023,5/11/2023,,450,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:09,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",OTTOBRE IN CENTRO - VICINO AL MARE - 5 STELLE LACCO AMENO
198,Grand Hotel Augusto,23.12 per 4 notti al Grand Hotel Augusto,7,7,23/12/2023,27/12/2023,,320,"- Attuazione del Protocollo ""Feel Safe at DimHotels"" - Prima Colazione al Buffet Assistito Dolce (con Pasticceria prodotta in Casa) e Salato - Nei Due Ristoranti: Golosi Menu' a Scelta con Servizio ai Tavoli - Una Gran Soirèe - Accesso alle Tre Piscine T",Totale offerta,non incluse,,15/05/2023 15:08,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° letto 2/11 anni: sconto del 20% | 3°/4° letto dai 12 anni: sconto del 10%,Yes,sistemazione in camera Standard con balcone,,"Culla incluso i pasti Euro 20,00 a notte | Camera Singola Euro 40,00 a notte | Junior Suite Euro 60,00 a notte | Camera Comfort con Balcone Euro 10,00 per persona a notte | Camera Superior con Balcone Euro 20,00 per persona a notte | Camera con Balcone Vista Mare Lato Parco Euro 20,00 per persona a notte | Amici a 4 Zampe di piccola taglia Euro 10,00 a notte | Menu per celiaci Euro 10,00 per persona al giorno",NATALE ISCHIA - VICINO AL MARE - 5 STELLE LACCO AMENO
199,Cristallo Palace con bevande,21.05 per 7 notti al Cristallo Palace con bevande,7,7,21/05/2023,28/05/2023,,476,,Totale offerta,incluse,,15/05/2023 15:50,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,Sistemazione in camera doppia standard,,"Camera Singola Euro 30,00 a notte | Balcone Euro 10,00 per persona al giorno",7 NOTTI ISCHIA - HOTEL 4 STELLE - VISTA MARE - PISCINE - TERME
200,Cristallo Palace con bevande,28.05 per 7 notti al Cristallo Palace con bevande,7,7,28/05/2023,4/6/2023,,476,#NAME?,Totale offerta,incluse,,15/05/2023 15:50,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,Sistemazione in camera doppia standard,,"Camera Singola Euro 30,00 a notte | Balcone Euro 10,00 per persona al giorno",7 NOTTI ISCHIA - HOTEL 4 STELLE - VISTA MARE - PISCINE - TERME
201,Cristallo Palace H.B. con spiaggia,04.06 per 7 notti al Cristallo Palace H.B. con spiaggia,7,7,4/6/2023,11/6/2023,476,,"- Sistemazione in camera Standard dotata di aria condizionata, Tv, Wi-Fi, phon, cassaforte, servizi privati, frigo bar - Prima colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Golosi Menu' a Scelta con servizio ai tavoli- Una ",Totale offerta,non incluse,,15/05/2023 15:50,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,Sistemazione in camera doppia standard - Spiaggia inclusa dal lunedi` al sabato (incluso),,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Culla pasti inclusi Euro 15,00 a notte",7 NOTTI ISCHIA - SPIAGGIA INCLUSA - 4 STELLE - VISTA MARE - PISCINE
202,Cristallo Palace H.B. con spiaggia,11.06 per 7 notti al Cristallo Palace H.B. con spiaggia,7,7,11/6/2023,18/06/2023,476,,"- Sistemazione in camera Standard dotata di aria condizionata, Tv, Wi-Fi, phon, cassaforte, servizi privati, frigo bar - Prima colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Golosi Menu' a Scelta con servizio ai tavoli- Una ",Totale offerta,non incluse,,15/05/2023 15:50,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,Sistemazione in camera doppia standard - Spiaggia inclusa dal lunedi` al sabato (incluso),,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Culla pasti inclusi Euro 15,00 a notte",7 NOTTI ISCHIA - SPIAGGIA INCLUSA - 4 STELLE - VISTA MARE - PISCINE
203,Cristallo Palace H.B. con spiaggia,18.06 per 7 notti al Cristallo Palace H.B. con spiaggia,7,7,18/06/2023,25/06/2023,476,,"- Sistemazione in camera Standard dotata di aria condizionata, Tv, Wi-Fi, phon, cassaforte, servizi privati, frigo bar - Prima colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Golosi Menu' a Scelta con servizio ai tavoli- Una ",Totale offerta,non incluse,,15/05/2023 15:51,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,Sistemazione in camera doppia standard - Spiaggia inclusa dal lunedi` al sabato (incluso),,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Culla pasti inclusi Euro 15,00 a notte",7 NOTTI ISCHIA - SPIAGGIA INCLUSA - 4 STELLE - VISTA MARE - PISCINE
204,Cristallo Palace F.B. al Cristallina,04.06 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,4/6/2023,11/6/2023,,455,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:50,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
205,Cristallo Palace F.B. al Cristallina,28.05 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,28/05/2023,4/6/2023,,455,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:51,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
206,Cristallo Palace F.B. al Cristallina,18.06 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,18/06/2023,25/06/2023,,455,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:52,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
207,Cristallo Palace F.B. al Cristallina,02.07 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,2/7/2023,9/7/2023,,455,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:52,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
208,Cristallo Palace F.B. al Cristallina,16.07 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,16/07/2023,23/07/2023,,455,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:53,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
209,Cristallo Palace F.B. al Cristallina,23.07 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,23/07/2023,30/07/2023,,455,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:53,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
210,al Cristallo Palace H.B.,30.07 per 7 notti al Cristallo Palace H.B.,7,7,30/07/2023,6/8/2023,600,,"- Sistemazione in camera Standard dotata di aria condizionata, Tv, Wi-Fi, phon, cassaforte, servizi privati, frigo bar - Prima colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Golosi Menu' a Scelta con servizio ai tavoli- Una ",Totale offerta,non incluse,,15/05/2023 15:56,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,Sistemazione in camera doppia standard,,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",7 NOTTI ISCHIA - ANIMAZIONE - PISCINE - 4 STELLE - VISTA MARE
211,Cristallo Palace F.B. al Cristallina,30.07 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,30/07/2023,6/8/2023,,500,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:57,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
212,Cristallo Palace F.B. al Cristallina,06.08 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,6/8/2023,13/08/2023,,560,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:59,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
213,Cristallo Palace F.B. al Cristallina,13.08 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,13/08/2023,20/08/2023,,750,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:59,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
214,Cristallo Palace F.B. al Cristallina,20.08 per 7 notti al Cristallo Palace F.B. al Cristallina,7,7,20/08/2023,27/08/2023,,660,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 15:59,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
215,Cristallo Palace F.B. con bevande al Cristallina,03.09 7 notti al Cristallo Palace F.B. con bevande al Cristallina,7,7,3/9/2023,10/9/2023,,530,"- Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato - Colazione al buffet assistito dolce (pasticceria prodotta in casa) & salato - Buffet assistito di ins",Totale offerta,incluse,,15/05/2023 16:03,Alexander Cannava,,Bambino 0-2 anni gratis se dorme nel letto con i genitori paga solo eventuali pasti al consumo | 3°/4° letto 2-11 anni: sconto 20% | 3°/4° letto dai 12 anni: sconto10%,Yes,"Sistemazione presso Villa Cristallina, struttura esterna al perimetro dell'hotel, distaccata 50 metri di strada pubblica e 200 metri di viale privato",,"Tessera Club Obbligatoria Adulti Euro 40,00 a settimana per adulto | Tessera Club Obbligatoria Bambino 4-12 anni Euro 100,00 a settimana per bambino | Balcone Euro 10,00 per persona a notte | Singola Euro 40,00 a notte | Balcone Euro 10,00 per persona a notte",BEVANDE INCLUSE - 7 NOTTI - ISCHIA 4 STELLE - VISTA MARE - PISCINE - TERME
